Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee
2010-09-03,20:45 (14:45),Euro Qualifying,Group stage,Fri,Away,W,5,0,sm San Marino,,,,"4,127",Mark van Bommel,,Lee Evans
2010-09-07,20:30 (14:30),Euro Qualifying,Group stage,Tue,Home,W,2,1,fi Finland,,,,"25,000",Mark van Bommel,,Alexey Nikolaev
2010-10-08,21:30 (14:30),Euro Qualifying,Group stage,Fri,Away,W,1,0,md Moldova,,,,"10,500",Mark van Bommel,,Florian Meyer
2010-10-12,20:30 (14:30),Euro Qualifying,Group stage,Tue,Home,W,4,1,se Sweden,,,,"46,000",Mark van Bommel,,Stéphane Lannoy
2011-03-25,20:30 (15:30),Euro Qualifying,Group stage,Fri,Away,W,4,0,hu Hungary,,,,"23,817",Rafael van der Vaart,,Carlos Velasco
2011-03-29,20:30 (14:30),Euro Qualifying,Group stage,Tue,Home,W,5,3,hu Hungary,,,,"51,774",Rafael van der Vaart,,Svein Oddvar Moen
2011-09-02,20:30 (14:30),Euro Qualifying,Group stage,Fri,Home,W,11,0,sm San Marino,,,,"35,000",Mark van Bommel,,Liran Liany
2011-09-06,20:00 (13:00),Euro Qualifying,Group stage,Tue,Away,W,2,0,fi Finland,,,,"21,580",Mark van Bommel,,Manuel Gräfe
2011-10-07,20:30 (14:30),Euro Qualifying,Group stage,Fri,Home,W,1,0,md Moldova,,,,"47,226",Mark van Bommel,,Matej Jug
2011-10-11,20:15 (14:15),Euro Qualifying,Group stage,Tue,Away,L,2,3,se Sweden,,,,"33,066",Mark van Bommel,,Cüneyt Çakιr
2012-06-09,19:00 (12:00),UEFA Euro,Group stage,Sat,Home,L,0,1,dk Denmark,,,,"35,923",Mark van Bommel,,Damir Skomina
2012-06-13,21:45 (14:45),UEFA Euro,Group stage,Wed,Home,L,1,2,de Germany,,,,"37,750",Mark van Bommel,4-2-3-1,Jonas Eriksson
2012-06-17,21:45 (14:45),UEFA Euro,Group stage,Sun,Away,L,1,2,pt Portugal,,,,"37,445",Rafael van der Vaart,,Nicola Rizzoli
2012-09-07,20:30 (14:30),WCQ,First round,Fri,Home,W,2,0,tr Türkiye,,,,"49,500",Wesley Sneijder,,Carlos Velasco
2012-09-11,20:30 (14:30),WCQ,First round,Tue,Away,W,4,1,hu Hungary,,,,"22,000",Wesley Sneijder,,Pedro Proença
2012-10-12,20:30 (14:30),WCQ,First round,Fri,Home,W,3,0,ad Andorra,,,,"43,000",Kevin Strootman,,Aliaksei Kulbakou
2012-10-16,21:00 (14:00),WCQ,First round,Tue,Away,W,4,1,ro Romania,,,,"53,329",Kevin Strootman,,Craig Thomson
2008-09-10,20:30 (14:30),WCQ,First round,Wed,Away,W,2,1,mk N. Macedonia,,,,"11,000",Giovanni van Bronckhorst,,Grzegorz Gilewski
2008-10-11,20:45 (14:45),WCQ,First round,Sat,Home,W,2,0,is Iceland,,,,"37,500",Giovanni van Bronckhorst,,Matteo Trefoloni
2008-10-15,19:00 (13:00),WCQ,First round,Wed,Away,W,1,0,no Norway,,,,"23,840",Giovanni van Bronckhorst,,Konrad Plautz
2009-03-28,20:45 (15:45),WCQ,First round,Sat,Home,W,3,0,sct Scotland,,,,"49,552",Giovanni van Bronckhorst,,Laurent Duhamel
2009-04-01,20:45 (14:45),WCQ,First round,Wed,Home,W,4,0,mk N. Macedonia,,,,"47,750",Giovanni van Bronckhorst,,Peter Rasmussen
2009-06-06,18:45 (14:45),WCQ,First round,Sat,Away,W,2,1,is Iceland,,,,"9,800",,,Mike Dean
2009-06-10,20:45 (14:45),WCQ,First round,Wed,Home,W,2,0,no Norway,,,,"45,600",Giovanni van Bronckhorst,,Iouri Baskakov
2009-09-09,19:30 (14:30),WCQ,First round,Wed,Away,W,1,0,sct Scotland,,,,"51,230",Giovanni van Bronckhorst,,Claus Bo Larsen
2010-06-14,13:30 (07:30),FIFA World Cup,Group stage,Mon,Neutral,W,2,0,dk Denmark,,,,"83,465",,4-2-3-1,
2010-06-19,13:30 (07:30),FIFA World Cup,Group stage,Sat,Neutral,W,1,0,jp Japan,,,,"62,010",,4-2-3-1,
2010-06-24,20:30 (14:30),FIFA World Cup,Group stage,Thu,Neutral,W,2,1,cm Cameroon,,,,"63,093",,4-2-3-1,
2010-06-28,16:00 (10:00),FIFA World Cup,Round of 16,Mon,Neutral,W,2,1,sk Slovakia,,,,"61,962",,4-2-3-1,
2010-07-02,16:00 (10:00),FIFA World Cup,Quarter-finals,Fri,Neutral,W,2,1,br Brazil,,,,"40,186",,4-2-3-1,
2010-07-06,20:30 (14:30),FIFA World Cup,Semi-finals,Tue,Neutral,W,3,2,uy Uruguay,,,,"62,479",,4-2-3-1,
2010-07-11,20:30 (14:30),FIFA World Cup,Final,Sun,Neutral,L,0,1,es Spain,,,,"84,490",,4-2-3-1,Howard Webb
2010-09-03,20:45 (14:45),Euro Qualifying,Group stage,Fri,Away,W,5,0,sm San Marino,,,,"4,127",Mark van Bommel,,Lee Evans
2010-09-07,20:30 (14:30),Euro Qualifying,Group stage,Tue,Home,W,2,1,fi Finland,,,,"25,000",Mark van Bommel,,Alexey Nikolaev
2010-10-08,21:30 (14:30),Euro Qualifying,Group stage,Fri,Away,W,1,0,md Moldova,,,,"10,500",Mark van Bommel,,Florian Meyer
2010-10-12,20:30 (14:30),Euro Qualifying,Group stage,Tue,Home,W,4,1,se Sweden,,,,"46,000",Mark van Bommel,,Stéphane Lannoy
