Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee
2014-03-05,20:45 (15:45),Friendlies (M),Friendlies (M),Wed,Home,W,5,1,cm Cameroon,,,,"21,335",Cristiano Ronaldo,4-1-4-1,Andre Marriner
2014-06-10,19:45,Friendlies (M),Friendlies (M),Tue,Away,W,5,1,ie Rep. of Ireland,,,,"46,063",Cristiano Ronaldo,,Baldomero Toledo
2014-06-16,13:00 (12:00),FIFA World Cup,Group stage,Mon,Neutral,L,0,4,de Germany,,,46,"51,081",,4-3-3,Milorad Mažić
2014-06-22,18:00,FIFA World Cup,Group stage,Sun,Neutral,D,2,2,us United States,,,52,"40,123",,4-3-3,Néstor Pitana
2014-06-26,13:00 (12:00),FIFA World Cup,Group stage,Thu,Neutral,W,2,1,gh Ghana,,,54,"67,540",,4-3-3,Nawaf Shukralla
2014-09-07,19:45 (14:45),Euro Qualifying,Group stage,Sun,Home,L,0,1,al Albania,,,60,"23,205",Nani,4-3-3,Ruddy Buquet
2014-10-11,20:45 (14:45),Friendlies (M),Friendlies (M),Sat,Away,L,1,2,fr France,,,,"79,000",Cristiano Ronaldo,4-1-4-1,Szymon Marciniak
2014-10-14,20:45 (14:45),Euro Qualifying,Group stage,Tue,Away,W,1,0,dk Denmark,,,44,"36,562",Cristiano Ronaldo,4-3-1-2,Felix Brych
2014-11-14,19:45 (14:45),Euro Qualifying,Group stage,Fri,Home,W,1,0,am Armenia,,,64,"20,000",Cristiano Ronaldo,4-4-2,Tasos Sidiropoulos
2014-11-18,19:45 (14:45),Friendlies (M),Friendlies (M),Tue,Away,W,1,0,ar Argentina,,,,"41,233",Cristiano Ronaldo,4-2-3-1,Martin Atkinson
2010-09-03,20:45 (15:45),Euro Qualifying,Group stage,Fri,Home,D,4,4,cy Cyprus,,,,"9,100",Ricardo Carvalho,,Mark Clattenburg
2010-09-07,20:30 (14:30),Euro Qualifying,Group stage,Tue,Away,L,0,1,no Norway,,,,"24,535",Ricardo Carvalho,,Laurent Duhamel
2010-10-08,20:45 (15:45),Euro Qualifying,Group stage,Fri,Home,W,3,1,dk Denmark,,,,"27,117",Cristiano Ronaldo,,Eric Braamhaar
2010-10-12,18:45 (14:45),Euro Qualifying,Group stage,Tue,Away,W,3,1,is Iceland,,,,"9,767",Cristiano Ronaldo,,Thomas Einwaller
2011-06-04,21:00 (16:00),Euro Qualifying,Group stage,Sat,Home,W,1,0,no Norway,,,,"47,829",Cristiano Ronaldo,,Cüneyt Çakιr
2011-09-02,21:45 (14:45),Euro Qualifying,Group stage,Fri,Away,W,4,0,cy Cyprus,,,,"15,444",Cristiano Ronaldo,,Gianluca Rocchi
2011-10-07,21:00 (16:00),Euro Qualifying,Group stage,Fri,Home,W,5,3,is Iceland,,,,"35,715",Cristiano Ronaldo,,Bas Nijhuis
2011-10-11,20:15 (14:15),Euro Qualifying,Group stage,Tue,Away,L,1,2,dk Denmark,,,,"37,012",Cristiano Ronaldo,,Nicola Rizzoli
2011-11-11,20:00 (14:00),Euro Qualifying,Play-off Round,Fri,Away,D,0,0,ba Bosnia & Herz'na,,,,"12,352",Cristiano Ronaldo,,Howard Webb
2011-11-15,21:00 (16:00),Euro Qualifying,Play-off Round,Tue,Home,W,6,2,ba Bosnia & Herz'na,,,,"47,728",Cristiano Ronaldo,,Wolfgang Stark
2012-06-09,21:45 (14:45),UEFA Euro,Group stage,Sat,Away,L,0,1,de Germany,,,,"32,990",Cristiano Ronaldo,,Stéphane Lannoy
2012-06-13,19:00 (12:00),UEFA Euro,Group stage,Wed,Away,W,3,2,dk Denmark,,,,"31,840",Cristiano Ronaldo,,Craig Thomson
2012-06-17,21:45 (14:45),UEFA Euro,Group stage,Sun,Home,W,2,1,nl Netherlands,,,,"37,445",Cristiano Ronaldo,,Nicola Rizzoli
2012-06-21,20:45 (14:45),UEFA Euro,Quarter-finals,Thu,Away,W,1,0,cz Czech Republic,,,,"55,590",Cristiano Ronaldo,,Howard Webb
2012-06-27,21:45 (14:45),UEFA Euro,Semi-finals,Wed,Home,D,0 (2),0 (4),es Spain,,,,"48,000",Cristiano Ronaldo,4-3-3,Cüneyt Çakιr
2012-09-07,20:45 (14:45),WCQ,First round,Fri,Away,W,2,1,lu Luxembourg,,,,"8,125",Cristiano Ronaldo,,Kristo Tohver
2012-09-11,20:15 (15:15),WCQ,First round,Tue,Home,W,3,0,az Azerbaijan,,,,"29,971",Cristiano Ronaldo,,Szymon Marciniak
2012-10-12,19:00 (11:00),WCQ,First round,Fri,Away,L,0,1,ru Russia,,,,"54,212",Cristiano Ronaldo,,Viktor Kassai
2012-10-16,20:45 (15:45),WCQ,First round,Tue,Home,D,1,1,nir Northern Ireland,,,,"48,711",Cristiano Ronaldo,,Thorsten Kinhöfer
2008-09-06,20:00 (14:00),WCQ,First round,Sat,Away,W,4,0,mt Malta,,,,"11,000",Deco,,Kevin Blom
2008-09-10,20:45 (15:45),WCQ,First round,Wed,Home,L,2,3,dk Denmark,,,,"33,000",Simão Sabrosa,,Howard Webb
2008-10-11,20:00 (14:00),WCQ,First round,Sat,Away,D,0,0,se Sweden,,,,"33,241",Cristiano Ronaldo,,Roberto Rosetti
2008-10-15,20:45 (15:45),WCQ,First round,Wed,Home,D,0,0,al Albania,,,,"29,500",Cristiano Ronaldo,,Knut Kircher
2009-03-28,20:45 (16:45),WCQ,First round,Sat,Home,D,0,0,se Sweden,,,,"40,200",Cristiano Ronaldo,,Frank De Bleeckere
2009-06-06,20:45 (14:45),WCQ,First round,Sat,Away,W,2,1,al Albania,,,,"13,320",Cristiano Ronaldo,,Florian Meyer
2009-09-05,20:00 (14:00),WCQ,First round,Sat,Away,D,1,1,dk Denmark,,,,"37,998",Cristiano Ronaldo,,Massimo Busacca
2009-09-09,20:45 (14:45),WCQ,First round,Wed,Away,W,1,0,hu Hungary,,,,"42,000",Cristiano Ronaldo,,Stéphane Lannoy
2009-10-10,20:45 (15:45),WCQ,First round,Sat,Home,W,3,0,hu Hungary,,,,"50,115",Deco,,Alain Hamer
2009-10-14,19:45 (14:45),WCQ,First round,Wed,Home,W,4,0,mt Malta,,,,"29,350",Simão Sabrosa,,Alan Kelly
2009-11-14,20:30 (15:30),WCQ,Second round,Sat,Home,W,1,0,ba Bosnia & Herz'na,,,,"60,588",Simão Sabrosa,,Martin Atkinson
2009-11-18,20:45 (14:45),WCQ,Second round,Wed,Away,W,1,0,ba Bosnia & Herz'na,,,,"15,000",Simão Sabrosa,,Roberto Rosetti
2010-06-15,16:00 (10:00),FIFA World Cup,Group stage,Tue,Neutral,D,0,0,ci Côte d'Ivoire,,,,"37,034",,4-3-3,
2010-06-21,13:30 (07:30),FIFA World Cup,Group stage,Mon,Neutral,W,7,0,kp Korea DPR,,,,"63,644",,4-3-3,
2010-06-25,16:00 (10:00),FIFA World Cup,Group stage,Fri,Neutral,D,0,0,br Brazil,,,,"62,712",,4-3-3,
2010-06-29,20:30 (14:30),FIFA World Cup,Round of 16,Tue,Neutral,L,0,1,es Spain,,,,"62,955",,4-3-3,
2010-09-03,20:45 (15:45),Euro Qualifying,Group stage,Fri,Home,D,4,4,cy Cyprus,,,,"9,100",Ricardo Carvalho,,Mark Clattenburg
2010-09-07,20:30 (14:30),Euro Qualifying,Group stage,Tue,Away,L,0,1,no Norway,,,,"24,535",Ricardo Carvalho,,Laurent Duhamel
2010-10-08,20:45 (15:45),Euro Qualifying,Group stage,Fri,Home,W,3,1,dk Denmark,,,,"27,117",Cristiano Ronaldo,,Eric Braamhaar
2010-10-12,18:45 (14:45),Euro Qualifying,Group stage,Tue,Away,W,3,1,is Iceland,,,,"9,767",Cristiano Ronaldo,,Thomas Einwaller
